book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
3704,16303287,16303287,22436394,Cassandra Clare Sarah Rees Brennan Maureen Johnson Cassandra Jean,2014,The Bane Chronicles,4.2,36885,41828,4141,562,1289,6521,14344,19112,https://images.gr-assets.com/books/1395159015m/16303287.jpg,https://images.gr-assets.com/books/1395159015s/16303287.jpg,fantasy,young adult,cassandra clare,,1442495995,9.78E+12
3705,409918,409918,2661517,Michael Connelly,2004,The Narrows (Harry Bosch #10; Harry Bosch Universe #12),4.09,26274,31205,1155,95,556,5795,14709,10050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,mystery,michael connelly,fiction,crime,446699543,9.78E+12
3706,13312527,13312527,18518411,Tarryn Fisher,2011,The Opportunist (Love Me with Lies #1),4.22,38511,41741,5316,947,1688,5340,12879,20887,https://images.gr-assets.com/books/1374526831m/13312527.jpg,https://images.gr-assets.com/books/1374526831s/13312527.jpg,romance,new adult,contemporary,series,,
3707,14096,14096,1276408,Jon Kabat-Zinn,1994,Wherever You Go There You Are: Mindfulness Meditation in Everyday Life,4.11,24259,26071,1047,386,971,4616,9545,10553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,self help,spirituality,mindfulness,1401307787,9.78E+12
3708,50144,50144,1543818,Banana Yoshimoto Megan Backus,1988,Kitchen,3.83,25797,30991,2344,494,2020,8075,12057,8345,https://images.gr-assets.com/books/1327904393m/50144.jpg,https://images.gr-assets.com/books/1327904393s/50144.jpg,fiction,japan,japanese,japanese literature,802142443,9.78E+12
3709,123543,123543,2517460,Eric Van Lustbader,2003,The Bourne Legacy (Jason Bourne #4),3.86,23352,24627,464,547,1340,6190,9529,7021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,thriller,jason bourne,mystery,312999526,9.78E+12
3710,129619,129619,1601384,Judith McNaught,1989,A Kingdom of Dreams (Westmoreland #1),4.25,34308,36064,1420,486,1153,5288,11131,18006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical romance,romance,historical,historical fiction,743474155,9.78E+12
3711,7095831,7095831,7352929,Paolo Bacigalupi,2010,Ship Breaker (Ship Breaker #1),3.74,31911,34277,4077,969,2439,9270,13610,7989,https://images.gr-assets.com/books/1327874074m/7095831.jpg,https://images.gr-assets.com/books/1327874074s/7095831.jpg,young adult,science fiction,dystopian,,316056219,9.78E+12
3712,385742,385742,860408,Suzanne Collins,2004,Gregor and the Prophecy of Bane (Underland Chronicles #2),4.17,29586,32127,1683,235,691,5583,12541,13077,https://images.gr-assets.com/books/1337457481m/385742.jpg,https://images.gr-assets.com/books/1337457481s/385742.jpg,fantasy,young adult,fiction,adventure,439650763,9.78E+12
3713,85733,85733,3373979,James Patterson Peter de Jonge,2006,Beach Road,3.81,27240,28425,1381,576,1884,7938,10120,7907,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,james patterson,mystery,fiction,patterson,316159786,9.78E+12
3714,9802372,13595639,14037039,Maureen Johnson,2011,The Name of the Star (Shades of London #1),3.9,22842,40957,4756,933,2360,9197,15774,12693,https://images.gr-assets.com/books/1327880449m/9802372.jpg,https://images.gr-assets.com/books/1327880449s/9802372.jpg,young adult,mystery,fantasy,,399256601,9.78E+12
3715,325085,325085,4993095,Charles Dickens Mark Ford,1839,Nicholas Nickleby,3.89,30272,33384,1100,671,1886,8152,12330,10345,https://images.gr-assets.com/books/1352758388m/325085.jpg,https://images.gr-assets.com/books/1352758388s/325085.jpg,classics,fiction,dickens,,140435123,9.78E+12
3716,4673605,4673605,4724052,Dean Koontz Kevin J. Anderson Chuck Dixon Brett Booth,2008,Dean Koontz's Frankenstein Volume 1: Prodigal Son,4.09,25349,25399,141,588,1255,4603,7798,11155,https://images.gr-assets.com/books/1320410883m/4673605.jpg,https://images.gr-assets.com/books/1320410883s/4673605.jpg,horror,dean koontz,graphic novel,thriller,345506405,9.78E+12
3717,12651,12651,702720,Jean-Jacques Rousseau Maurice Cranston,1762,The Social Contract,3.75,24397,27347,525,591,2070,7813,9998,6875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,philosophy,politics,nonfiction,classics,143037498,9.78E+12
3718,3002300,3002300,3032794,Laurie Halse Anderson,2008,Chains (Seeds of America #1),4.09,32493,33961,4202,584,1291,5870,13084,13132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,young adult,historical,,1416905855,9.78E+12
3719,53447,53447,5793,Ernesto Sabato,1948,El túnel,4.04,23161,28256,1618,385,1433,5352,10494,10592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,classics,argentina,spanish,9871144261,9.79E+12
3720,110331,110331,707252,Alexander Hamilton James Madison John Jay Philo-Publius Clinton Rossiter Charles R. Kessler,1787,The Federalist Papers,4.05,24648,28020,569,448,1394,5786,9205,11187,https://images.gr-assets.com/books/1327865541m/110331.jpg,https://images.gr-assets.com/books/1327865541s/110331.jpg,history,politics,nonfiction,classics,451528816,9.78E+12
3721,272315,272315,1219372,Julie Anne Peters,2007,Keeping You a Secret,3.98,25864,26475,967,807,1750,5505,7501,10912,https://images.gr-assets.com/books/1358442201m/272315.jpg,https://images.gr-assets.com/books/1358442201s/272315.jpg,lgbt,young adult,romance,,316009857,9.78E+12
3722,25242224,25242224,43024334,Elena Ferrante Ann Goldstein,2014,The Story of the Lost Child (The Neapolitan Novels #4),4.39,21358,29371,2790,185,496,2930,9876,15884,https://images.gr-assets.com/books/1499781984m/25242224.jpg,https://images.gr-assets.com/books/1499781984s/25242224.jpg,fiction,italy,italian,historical fiction,1609452860,9.78E+12
3723,1629601,1629601,1623714,E. Lockhart,2008,The Disreputable History of Frankie Landau-Banks,3.82,35300,38836,4763,1129,2708,9298,14421,11280,https://images.gr-assets.com/books/1313980820m/1629601.jpg,https://images.gr-assets.com/books/1313980820s/1629601.jpg,young adult,fiction,contemporary,,786838183,9.78E+12
3724,6578507,6578507,6771932,Sarah Blake Orlagh Cassidy,2009,The Postmistress,3.3,30320,35271,5127,1474,5324,13532,11074,3867,https://images.gr-assets.com/books/1409169468m/6578507.jpg,https://images.gr-assets.com/books/1409169468s/6578507.jpg,historical fiction,fiction,book club,read in 2011,143145444,9.78E+12
3725,10790277,10790277,15702555,Michael J. Sullivan,2010,Rise of Empire (The Riyria Revelations #3-4),4.35,25757,28832,1215,110,381,3016,11157,14168,https://images.gr-assets.com/books/1307960500m/10790277.jpg,https://images.gr-assets.com/books/1307960500s/10790277.jpg,fantasy,epic fantasy,fiction,adventure,316187704,9.78E+12
3726,657371,657371,643459,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,3.93,23544,24997,2161,517,1603,5687,8442,8748,https://images.gr-assets.com/books/1259233004m/657371.jpg,https://images.gr-assets.com/books/1259233004s/657371.jpg,nonfiction,memoir,memoirs,,1416913629,9.78E+12
3727,10836728,10836728,15750881,Daniel O'Malley,2012,The Rook (The Checquy Files #1),4.12,27569,32622,4807,560,1317,4788,12909,13048,https://images.gr-assets.com/books/1327619585m/10836728.jpg,https://images.gr-assets.com/books/1327619585s/10836728.jpg,fantasy,urban fantasy,mystery,fiction,316098795,9.78E+12
3728,44170,44170,918951,Frank Beddor,2004,The Looking Glass Wars (The Looking Glass Wars #1),3.93,34581,37993,3522,819,2286,8286,13789,12813,https://images.gr-assets.com/books/1354845928m/44170.jpg,https://images.gr-assets.com/books/1354845928s/44170.jpg,fantasy,young adult,fiction,,803731531,9.78E+12
3729,2241558,2241558,3134352,Philippa Gregory,2008,The Other Queen (The Plantagenet and Tudor Novels #15),3.62,32105,35390,2457,824,3452,11431,12245,7438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,historical,philippa gregory,1416549129,9.78E+12
3730,6261961,6261961,6439665,Joyce Maynard,2009,Labor Day,3.55,23043,28166,3148,732,2560,9538,11085,4251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,romance,book club,read in 2014,61843407,9.78E+12
3731,7576115,7576115,9934116,Terry Pratchett,2010,I Shall Wear Midnight (Discworld #38; Tiffany Aching #4),4.35,30945,35603,1803,128,549,4334,12431,18161,https://images.gr-assets.com/books/1328232764m/7576115.jpg,https://images.gr-assets.com/books/1328232764s/7576115.jpg,fantasy,discworld,young adult,fiction,385611072,9.78E+12
3732,17831614,17831614,24948167,Christina Lauren,2013,Beautiful Player (Beautiful Bastard #3),4.38,42635,44352,3049,267,901,4736,14247,24201,https://images.gr-assets.com/books/1375285002m/17831614.jpg,https://images.gr-assets.com/books/1375285002s/17831614.jpg,romance,contemporary romance,contemporary,series,,
3733,18077903,18077903,25384143,Ed Catmull Amy Wallace,2009,Creativity Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration,4.24,25488,29097,2343,470,847,3829,9949,14002,https://images.gr-assets.com/books/1400863577m/18077903.jpg,https://images.gr-assets.com/books/1400863577s/18077903.jpg,business,nonfiction,creativity,,812993012,9.78E+12
3734,91760,91760,88526,Frida Kahlo Carlos Fuentes Sarah M. Lowe,1995,The Diary of Frida Kahlo: An Intimate Self-Portrait,3.88,25038,25315,243,1971,1772,4236,6585,10751,https://images.gr-assets.com/books/1407009131m/91760.jpg,https://images.gr-assets.com/books/1407009131s/91760.jpg,art,nonfiction,biography,,810959542,9.78E+12
3735,11580,11580,14011,Stephen King Bernie Wrightson Michele Wrightson,1982,Creepshow,4.06,27690,28429,134,750,1503,5768,7734,12674,https://images.gr-assets.com/books/1332002598m/11580.jpg,https://images.gr-assets.com/books/1332002598s/11580.jpg,horror,stephen king,graphic novel,comics,452253802,9.78E+12
3736,10785687,10785687,15697851,Bob McCabe,2011,Harry Potter Page to Screen: The Complete Filmmaking Journey,4.56,27361,27610,369,477,480,2151,4630,19872,https://images.gr-assets.com/books/1317345385m/10785687.jpg,https://images.gr-assets.com/books/1317345385s/10785687.jpg,harry potter,nonfiction,fantasy,,62101897,9.78E+12
3737,29925,29925,30342,Jeff Shaara,1996,Gods and Generals (The Civil War Trilogy #1),4.05,25515,27141,574,402,1081,5241,10527,9890,https://images.gr-assets.com/books/1330062676m/29925.jpg,https://images.gr-assets.com/books/1330062676s/29925.jpg,historical fiction,fiction,history,civil war,1841580651,9.78E+12
3738,2712967,2712967,2738513,Gena Showalter,2008,The Darkest Pleasure (Lords of the Underworld #3),4.28,38040,39466,1150,254,933,5776,12901,19602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,paranormal romance,paranormal,romance,gena showalter,373773102,9.78E+12
3739,151370,151370,1575861,Madeleine L'Engle,1986,Many Waters (A Wrinkle in Time Quintet #4),4.01,33049,35400,1100,450,1712,7615,12828,12795,https://images.gr-assets.com/books/1330360643m/151370.jpg,https://images.gr-assets.com/books/1330360643s/151370.jpg,fantasy,young adult,fiction,science fiction,312368577,9.78E+12
3740,598159,598159,872798,Bill Martin Jr. Eric Carle,2003,Panda Bear Panda Bear What Do You See?,4.21,27402,27717,237,297,1047,5177,7085,14111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,picture books,children's,,,805017585,9.78E+12
3741,8701129,8701129,11557753,Lisa Gardner,2011,Love You More (Tessa Leoni #1; Detective D.D. Warren #5),4.15,27629,31201,2160,177,688,5104,13435,11797,https://images.gr-assets.com/books/1385141722m/8701129.jpg,https://images.gr-assets.com/books/1385141722s/8701129.jpg,mystery,lisa gardner,thriller,fiction,553807250,9.78E+12
3742,792161,792161,1575365,Michael Morpurgo,1982,War Horse (War Horse #1),4.13,24952,31591,3828,311,1148,5520,11838,12774,https://images.gr-assets.com/books/1360677423m/792161.jpg,https://images.gr-assets.com/books/1360677423s/792161.jpg,historical fiction,fiction,animals,young adult,439796636,9.78E+12
3743,336161,336161,502982,Eric Carle,1977,The Grouchy Ladybug,4.09,26716,27238,775,484,1371,5582,7594,12207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,picture books,children's,,,64434508,9.78E+12
3744,21685,21685,22786,Dennis Lehane,1994,A Drink Before the War (Kenzie & Gennaro #1),3.96,25800,29551,1639,331,1108,6521,13083,8508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,mystery,fiction,crime,thriller,156029022,9.78E+12
3745,657034,657034,643122,Chelsea Cain,2007,Heartsick (Archie Sheridan & Gretchen Lowell #1),3.92,27974,30217,2546,719,1568,6888,11291,9751,https://images.gr-assets.com/books/1317065387m/657034.jpg,https://images.gr-assets.com/books/1317065387s/657034.jpg,mystery,thriller,fiction,crime,312368461,9.78E+12
3746,12820360,12820360,17969941,Julianne Donaldson,2012,Edenbrooke (Edenbrooke #1),4.34,28536,30220,6929,306,744,3395,9743,16032,https://images.gr-assets.com/books/1371398291m/12820360.jpg,https://images.gr-assets.com/books/1371398291s/12820360.jpg,romance,historical fiction,historical romance,fiction,1609089464,9.78E+12
3747,16248311,16248311,21892573,Kathleen Tessaro,2013,The Perfume Collector,3.97,22544,27430,3065,331,967,5627,12714,7791,https://images.gr-assets.com/books/1358532124m/16248311.jpg,https://images.gr-assets.com/books/1358532124s/16248311.jpg,historical fiction,fiction,book club,historical,62257838,9.78E+12
3748,15704001,23016317,21365702,Tara Sivec,2012,Seduction and Snacks (Chocolate Lovers #1),4.14,32972,44255,5383,1308,2351,6542,12693,21361,https://images.gr-assets.com/books/1371178840m/15704001.jpg,https://images.gr-assets.com/books/1371178840s/15704001.jpg,romance,funny,contemporary,contemporary romance,,
3749,15768191,15768191,21474080,Wendy Higgins,2013,Sweet Peril (Sweet #2),4.28,38229,39742,2733,446,1254,5426,12356,20260,https://images.gr-assets.com/books/1351223157m/15768191.jpg,https://images.gr-assets.com/books/1351223157s/15768191.jpg,young adult,fantasy,paranormal,romance,62265946,9.78E+12
3750,39030,39030,65004,Douglas Preston Lincoln Child,1997,Reliquary (Pendergast #2),4,27362,31006,1044,184,1173,7109,12384,10156,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,thriller,mystery,horror,fiction,765354950,9.78E+12
3751,8459594,8459594,13323806,Gabrielle Hamilton,2001,Blood Bones and Butter: The Inadvertent Education of a Reluctant Chef,3.71,24531,26676,3381,669,2246,7428,10210,6123,https://images.gr-assets.com/books/1327889966m/8459594.jpg,https://images.gr-assets.com/books/1327889966s/8459594.jpg,food,nonfiction,memoir,,140006872X,9.78E+12
3752,140302,477597,1952109,Agatha Christie,1924,Poirot Investiga (Hércules Poirot #3),4.07,15476,29408,779,216,1003,6529,10450,11210,https://images.gr-assets.com/books/1359475912m/140302.jpg,https://images.gr-assets.com/books/1359475912s/140302.jpg,mystery,agatha christie,fiction,crime,,
3753,10,10,21457570,J.K. Rowling,2005,Harry Potter Collection (Harry Potter #1-6),4.73,24618,26274,882,203,186,946,3891,21048,https://images.gr-assets.com/books/1328867351m/10.jpg,https://images.gr-assets.com/books/1328867351s/10.jpg,fantasy,fiction,harry potter,young adult,439827604,9.78E+12
3754,30016,30016,1583154,Isaac Asimov,1957,The Naked Sun (Robot #2),4.12,26532,31536,913,61,584,5820,14039,11032,https://images.gr-assets.com/books/1335782263m/30016.jpg,https://images.gr-assets.com/books/1335782263s/30016.jpg,science fiction,fiction,,,586010165,9.78E+12
3755,114230,114230,15956900,Herman Melville,1853,Bartleby the Scrivener,3.9,26265,31730,1915,710,2028,7207,11693,10092,https://images.gr-assets.com/books/1320404048m/114230.jpg,https://images.gr-assets.com/books/1320404048s/114230.jpg,classics,fiction,short stories,literature,974607800,9.78E+12
3756,23512999,23512999,43116154,Stephen King,2015,The Bazaar of Bad Dreams,3.92,22054,28439,3384,395,1213,6521,12347,7963,https://images.gr-assets.com/books/1468705688m/23512999.jpg,https://images.gr-assets.com/books/1468705688s/23512999.jpg,horror,stephen king,short stories,fiction,1501111671,9.78E+12
3757,9835731,9835731,7184205,Lars Kepler Ann Long,2009,The Hypnotist (Joona Linna #1),3.63,23690,30432,2942,1083,2985,8649,11008,6707,https://images.gr-assets.com/books/1482166605m/9835731.jpg,https://images.gr-assets.com/books/1482166605s/9835731.jpg,mystery,thriller,crime,fiction,374173958,9.78E+12
3758,76658,76658,900764,Piers Anthony,1983,On a Pale Horse (Incarnations of Immortality #1),4.13,29492,30555,1264,320,1065,5332,11300,12538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,fiction,science fiction,,345338588,9.78E+12
3759,4902793,4902793,4968304,Charlaine Harris,2008,Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse #1-7),4.43,25359,25359,359,389,591,2613,5934,15832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,vampires,fantasy,paranormal,paranormal romance,441017770,9.78E+12
3760,43324,43324,2024958,Sidney Sheldon,1985,Are You Afraid of the Dark?,3.64,21443,22906,707,520,2117,7426,7837,5006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,sidney sheldon,fiction,thriller,mystery,7165161,9.78E+12
3761,25378,25378,26119,Tommy Lee Vince Neil Nikki Sixx Neil Strauss Mick Mars Tommy Lee,2001,The Dirt: Confessions of the World's Most Notorious Rock Band,4.16,22482,23915,1478,411,893,3898,7900,10813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,music,nonfiction,biography,rory gilmore reading challenge,60989157,9.78E+12
3762,7797,7797,10846,Theo LeSieg Roy McKie,1961,Ten Apples Up On Top!,4.11,28034,29020,471,439,1517,6152,7340,13572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,children's,picture books,,,7169973,9.78E+12
3763,331319,331319,6170936,Theodore Dreiser Richard R. Lingeman,1925,An American Tragedy,3.94,25665,26988,956,752,1697,5683,9246,9610,https://images.gr-assets.com/books/1309283443m/331319.jpg,https://images.gr-assets.com/books/1309283443s/331319.jpg,classics,fiction,rory gilmore reading challenge,,451527704,9.78E+12
3764,4645,4645,621924,Ernest Hemingway,1938,The Snows of Kilimanjaro and Other Stories,3.88,21365,27093,1030,388,1539,6693,10765,7708,https://images.gr-assets.com/books/1400889884m/4645.jpg,https://images.gr-assets.com/books/1400889884s/4645.jpg,fiction,classics,short stories,literature,684862212,9.78E+12
3765,673252,673252,14085268,Brynne Stephens Lela Dowling Cynthia Martin Anne McCaffrey,1991,Anne McCaffrey's Dragonflight #1,4.44,29556,29818,88,100,243,3313,8990,17172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,science fiction,dragons,,1560601760,9.78E+12
3766,9503336,9503336,14331040,Elin Hilderbrand,2011,Silver Girl,3.87,24819,27355,1819,268,1224,7284,11488,7091,https://images.gr-assets.com/books/1344270562m/9503336.jpg,https://images.gr-assets.com/books/1344270562s/9503336.jpg,fiction,chick lit,elin hilderbrand,romance,031609966X,9.78E+12
3767,22896,22896,4030671,Alice Hoffman,1995,Practical Magic,3.8,32994,36006,2549,601,2531,9916,13285,9673,https://images.gr-assets.com/books/1490354120m/22896.jpg,https://images.gr-assets.com/books/1490354120s/22896.jpg,fiction,fantasy,magical realism,romance,425190374,9.78E+12
3768,13536649,13536649,16669363,Kevin Hearne,2012,Trapped (The Iron Druid Chronicles #5),4.28,27544,31223,1312,80,511,4158,12311,14163,https://images.gr-assets.com/books/1346092123m/13536649.jpg,https://images.gr-assets.com/books/1346092123s/13536649.jpg,urban fantasy,fantasy,fiction,paranormal,034553364X,9.78E+12
3769,9475,9475,361223,Jenny Nimmo,2002,Midnight for Charlie Bone (The Children of the Red King #1),3.79,32917,34055,1614,922,2582,9164,11326,10061,https://images.gr-assets.com/books/1328868798m/9475.jpg,https://images.gr-assets.com/books/1328868798s/9475.jpg,fantasy,young adult,children's,series,439474299,9.78E+12
3770,23395680,23395680,26653661,Amie Kaufman Jay Kristoff,2015,Illuminae (The Illuminae Files #1),4.32,44500,49187,13008,879,1732,5262,14328,26986,https://images.gr-assets.com/books/1443433956m/23395680.jpg,https://images.gr-assets.com/books/1443433956s/23395680.jpg,young adult,science fiction,,,553499114,9.78E+12
3771,140671,140671,390334,Glen Cook,1984,The Black Company (The Chronicles of the Black Company #1),3.96,27392,29013,1250,762,1662,5770,10645,10174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,fiction,dark fantasy,epic fantasy,812521390,9.78E+12
3772,42986,42986,376293,Herman Wouk,1978,War and Remembrance (The Henry Family #2),4.38,26633,28009,684,98,414,3212,9250,15035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,wwii,war,316954993,9.78E+12
3773,37034,37034,2127172,Susan Hill John Lawrence,1983,The Woman in Black,3.68,24200,33361,4070,732,3039,9986,11982,7622,https://images.gr-assets.com/books/1327869942m/37034.jpg,https://images.gr-assets.com/books/1327869942s/37034.jpg,horror,fiction,gothic,classics,1567921892,9.78E+12
3774,239810,239810,1632383,Barbara Robinson,1972,The Best Christmas Pageant Ever (The Herdmans #1),4.18,32516,34896,2076,597,1332,5718,10680,16569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,christmas,fiction,children's,,64402754,9.78E+12
3775,5061675,5061675,21619503,George R.R. Martin,1996,A Game of Thrones / A Clash of Kings (A Song of Ice and Fire #1-2),4.53,22259,22573,570,99,219,1585,6409,14261,https://images.gr-assets.com/books/1336020650m/5061675.jpg,https://images.gr-assets.com/books/1336020650s/5061675.jpg,fantasy,fiction,game of thrones,sci fi fantasy,,
3776,9827,9827,1899209,James Clavell,1962,King Rat (Asian Saga #4),4.1,25071,27378,646,155,853,5448,10580,10342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,fiction,war,historical,385333765,9.78E+12
3777,8811134,8811134,13685368,Michael  Grant,2012,Fear (Gone #5),4.25,33178,35940,1785,521,1130,4973,11375,17941,https://images.gr-assets.com/books/1309186708m/8811134.jpg,https://images.gr-assets.com/books/1309186708s/8811134.jpg,young adult,dystopian,science fiction,,61449156,9.78E+12
3778,24422492,24422492,44022931,Colleen Hoover Tarryn Fisher,2015,Never Never: Part Two (Never Never #2),4.12,31325,35817,4941,307,1288,6551,13499,14172,https://images.gr-assets.com/books/1420928158m/24422492.jpg,https://images.gr-assets.com/books/1420928158s/24422492.jpg,romance,young adult,contemporary,mystery,1311051155,9.78E+12
3779,327255,327255,1493348,Frederick Forsyth,1984,The Fourth Protocol,3.99,24896,25907,220,184,721,5949,11255,7798,https://images.gr-assets.com/books/1351838040m/327255.jpg,https://images.gr-assets.com/books/1351838040s/327255.jpg,fiction,thriller,espionage,frederick forsyth,99642611,9.78E+12
3780,10990,10990,2489807,Diana Gabaldon,2003,Lord John and the Private Matter (Lord John Grey #1),3.66,28653,32182,1388,913,2967,10145,10334,7823,https://images.gr-assets.com/books/1320485657m/10990.jpg,https://images.gr-assets.com/books/1320485657s/10990.jpg,historical fiction,fiction,historical,mystery,770429459,9.78E+12
3781,9681214,9681214,14569146,Aimee Carter,2011,The Goddess Test (Goddess Test #1),3.83,44328,47080,4839,1755,3909,10846,14765,15805,https://images.gr-assets.com/books/1387217173m/9681214.jpg,https://images.gr-assets.com/books/1387217173s/9681214.jpg,young adult,fantasy,mythology,romance,373210264,9.78E+12
3782,36086,36086,1008989,Steven Johnson,2006,The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science Cities and the Modern World,3.91,24895,27232,2592,534,1464,6213,10670,8351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,history,science,,1594489254,9.78E+12
3783,9297774,9297774,14180376,Anna Carey,2011,Eve (Eve #1),3.69,34746,37764,3334,1480,3697,10229,11950,10408,https://images.gr-assets.com/books/1389188190m/9297774.jpg,https://images.gr-assets.com/books/1389188190s/9297774.jpg,dystopian,young adult,,,62048503,9.78E+12
3784,18353714,18353714,25779088,David Baldacci,2014,The Target (Will Robie #3),4.04,18115,28155,2044,286,920,5470,12191,9288,https://images.gr-assets.com/books/1391463804m/18353714.jpg,https://images.gr-assets.com/books/1391463804s/18353714.jpg,david baldacci,thriller,fiction,baldacci,1455521205,9.78E+12
3785,52372,52372,768174,Susan Sontag,1973,On Photography,3.84,22611,24496,468,1666,1609,4529,7771,8921,https://images.gr-assets.com/books/1328061531m/52372.jpg,https://images.gr-assets.com/books/1328061531s/52372.jpg,photography,nonfiction,art,essays,141187166,9.78E+12
